onescience_id,Embargo
c0e67e999609adcbc9644d81382895fd58707e9b,12 month embargo
1228b9ee87f5c23dce56f80221664e77f21fcc59,12 month embargo
d8e910e62a47c0433926a8dc80233a3904948315,12 month embargo
1c29c011e59de242513e355f90c6dd0bc6d4c732,12 month embargo
fd91b83c7aa6772271a7c199effb440385fcade7,12 month embargo
d2ee19112b36f77218aa7ddc853056154d3687a5,12 month embargo
3de034dde670c2fdabf1c16e0921a87b2408ed9f,12 month embargo
e772c8d60aa9ca8106689da6298cb0e6107b1fcf,12 month embargo
f056a796a879f29d310551350414bf010f84b7df,12 month embargo
7e964c939688b24841c2559d21d306a4734fdc1f,12 month embargo
a669f76ef5aae13ec56fbf9d9169b41dd257cba5,12 month embargo
80f66a2f258ca4533f257ae8a79760f518bbb50f,12 month embargo
ac9a46018a81e15bfaebd0346674266e3fa327ac,12 month embargo
539171bac62f5e8f3d8e3d484a860be8a0a0cabc,12 month embargo
1d6c3624bd7195b2336687d4d62c4d81bf7406f8,12 month embargo
4fb846ed67fee37a75dda35b00e40ca0410bdace,12 month embargo
07cf62e5fb8bb3b315c10e8e974a82fd041458d0,12 month embargo
1846fd7814eb13c0e7b734156607c4153bb1e5ff,12 month embargo
3fb3e8d8868aebd7700de82eac7eb3b839a4ef2b,12 month embargo
12f3577dd21a7f9e562518af02090853251c86cd,12 month embargo
1772fc3dfbb04f9614606db7e5020b0559e9756d,12 month embargo
2efbbc03176d3d6bbf059577a850440b70b599c7,12 month embargo
8c47b5d936cd2c4e97c6282538905460b30abff7,12 month embargo
ebdebf3bb0b0ccf70510e41118704952cc44e59f,12 month embargo
ec71c7365ec80d9c3c9c676c27e54179127a19d2,12 month embargo
3597f270d05bfdd954e5e461b27032c815f3bfc1,12 month embargo
b6963e736e9b9687b3891f29d127772a0277b888,12 month embargo
ce20ff134815cf0ff65c3f3b4bda9f2a1d60f4a1,12 month embargo
f9e96c7a39c607b3ff6df8a60630f4da2258d93c,12 month embargo
1829157f75504d8f5277dfce655e21ae8624c6ae,12 month embargo
31a3f2377128c952428976e3f6e64a6e9fcca80d,12 month embargo
4fe25ba6fed4564d57ed6a624da706d69a20c1ab,12 month embargo
430c1c897d0384c2d297e750df2bef46ea6ba019,12 month embargo
e1c377511bbb4b6785b8d570750e2f124d9d5c4e,12 month embargo
f67d3539369d4f4512246a8f518e2a9fc3725a8d,12 month embargo
e1717b25445dce7b852c4f0875fd5dcbc4a1f09f,12 month embargo
b0ef08331b2e99ab116dea772cc3f0b9c4d20ca1,12 month embargo
810435622a72475febab7ed597051ef345fe095e,12 month embargo
1f347b39d40e6ed5f1bab19370adfbda857c52fd,12 month embargo
8de87f01b2c248201f0d6a2871899151964eba6f,12 month embargo
5c41a819ff2d6070b0f05f1db8be267c675e1765,12 month embargo
fede194a6f46167fca84e897430669bc26c46e54,12 month embargo
e314033a6772da5ccbc9ad1efd3e2beb49976e29,12 month embargo
cce3a6448dd85588e5d166361076b83d3b8ae11f,12 month embargo
7e40d4ba34aca27760bc17822af98e76ad7df991,12 month embargo
6a1f2785b242e4974bcafdaedd9805d9f8d17790,12 month embargo
e320ad8e7c97f9b8243ff9152f3b46abfd1f7e1d,12 month embargo
4b6b2322a52f60a0d3b15529326bb2b7e74fe596,12 month embargo
542757b470a4c914c733c15ed1a7b065ee47696a,12 month embargo
e2ae359c8204ecb8d0df6ad56708ff55a50b2f28,12 month embargo
948698e2992d7d3a080b70bcf77fafb2e6207c45,12 month embargo
78d1f760c7044a0b79bcfc8ae593ddad87cea3dc,12 month embargo
55948065c271abd292548d08bbce72427ff56a6d,12 month embargo
0cd4a564f7bba0527a2d73eeb6b78e4e1d6fc151,12 month embargo
9136d21a0b72611eba39e185cc63bb94b888fa34,12 month embargo
5a823b6b74823dd6f1a34992660344f9ac67fa00,12 month embargo
cf0f3e1ddb8a4a2a6453a1f0a37dda21b2eb1663,12 month embargo
c0eebd27eb744911092f8891752ffca194576158,12 month embargo
eff81eeb1086a03930c4e50380b12cc42e712599,12 month embargo
06e881268e94ba64bbabd5be9a8106d4f565d7c5,12 month embargo
6405c2c79b9d1459dd5701107d289593018a9288,12 month embargo
9fe886a17e4622bccaf2c0b6c3510f6f0f290aba,12 month embargo
c314b20a33ffd784fba150c45d16f73ef754b165,12 month embargo
6caca1e132736f04e5240ea67ea26a72f1bdc5a1,12 month embargo
7014ab34f6b4f51143fcc2a091da7ca8ac57c0be,12 month embargo
902e9895613ced9a95d05154e5fd025c51d2986c,12 month embargo
2043892efb67690421ece9eb5a9e8715f87e4eba,12 month embargo
85a10e334ab197bf7994b7c000d26785f2e897f7,12 month embargo
79561a678601751478b9580513f045d7fcd34091,12 month embargo
1b1fcd01bfb7e50aa9dee07abde575b548629f39,12 month embargo
95730af385537dc43922f4cc706dbed073f6b330,12 month embargo
7c319737ddaf9880470e3f4c84181b3cad4a80b7,12 month embargo
d28a46e7046e368e4a15a9e6490c193a10bf36c8,12 month embargo
1d1042bbebe9ff3f4d904284ec4b6c76ade4342a,12 month embargo
94e9dec2a1696b40731db0ac1754bdcd8ccdd3fd,12 month embargo
dfbab9f985eb94bd7c933158a3f8c4a9a2ee762e,12 month embargo
123e93d185cb457621ab5a3b6b1a6209d9b1402a,12 month embargo
8d180a7f1bad1a4c5de9a285c19c9b654e9f4e7b,48 month embargo
07567fd6c777a6e61f841ddc5dd1e47eee860031,12 month embargo
7297fa0890506b101c4370a902db83c649ddfe5a,12 month embargo
ac2c3d39d4df3be7a9fa711e3f69ba83cf53a6a0,12 month embargo
025c09a6a6848885caf366e87319f90b16b47649,12 month embargo
85618bc14dde7da46fe6017b615b401d877e70d8,12 month embargo
f6d551e624434a5bcd4076978109d5a8b976def3,12 month embargo
2902178c03104ba399d36f8ad1382d9a3cad012b,12 month embargo
3c17cad4967e33c6a2a0a2b0c43747b26ed65879,12 month embargo
d68b05de6a812179b7b99c75a085ec7a86e5e17f,12 month embargo
b590da4361a2052612d15241d3583b766bdf0e05,12 month embargo
a9fc96656bb2c41112744936adc022c48267590c,12 month embargo
122bc78d86c59c0ed87b1a2ff6bcccbd4b71d8ed,12 month embargo
a0ab98267366c5c0cbbbd3f5c8a7a99978fd733c,12 month embargo
706b23d3114e2d91e9e8c252eeda2e94bf2f6d9b,12 month embargo
a6017b8ceae9a9add542318540e0c28a792ac53d,12 month embargo
d578c0c09d5495e8894f6e9d5ec6710b886add7f,12 month embargo
0c414e8af94d120d8e94c28244681f883bfbdd78,12 month embargo
4fb46f83a79735bafb85abaa76690c2762568951,12 month embargo
19f7a2a3b2b7d770c787d825c6c2084b6fc4918d,12 month embargo
bfbfa798623c8f183d0ad91c330c4a0cb4884330,12 month embargo
df103abd8b3412794c37dfb54c153d460246dfd5,12 month embargo
704dd9c055736b8a45e609c3ae6979f2ca41044f,12 month embargo
18a8e2657d8c42e1a41bbba60c4584019261f35b,12 month embargo
3e1c06d1ed4583db3fe8c0925761cbdb5b3bda83,12 month embargo
7185c0a043852164e07fefd53148b43674cb5911,12 month embargo
0d831ae02fd7b8515c9b9433750f647902d80e28,12 month embargo
243638df5b2319896c580bc35eceec3b53053f3c,12 month embargo
d627b717ceba0557f9e2330112191dedbad37cda,12 month embargo
c7116a48d34feffbcbabf6e3062f37b666eeb888,12 month embargo
b0ffbff22d88bc6fd46e70b147031ed2a261763a,12 month embargo
ffbcad40b591b9d093da40ebaf810bbfca095e68,12 month embargo
68d806cb51e6d7410bae526dd57e4dbd1467832c,12 month embargo
f7bc36caf94d26dea15284cf3753cbfaf96ed47e,12 month embargo
1f261822cb5e20f3d4031d70e10122c969dee6f3,12 month embargo
d9dcded5fb33be77fac49e022858be5c836dc895,12 month embargo
d3a8fc8cfdd6fc279e51c7cda7e9901394c9a3a9,12 month embargo
6bc52093778c2fa4b539d6850a06ab3cabcce7c6,12 month embargo
6a14ba261bffa2c8c9c5da4ed7f2883208e700db,12 month embargo
0aafae5b50de3ec319a487241153c51742cde45e,12 month embargo
dbde0cdedb7f617d6af1ecafe5bc6b66f6c230d5,12 month embargo
2faa96a64a5a29ba4a0c7f1064d5327269b026a7,12 month embargo
4f15127a31250db9c5dbb7a0c4784183a565c4cb,12 month embargo
9bbb3e3bdffb4b3b7f25b3d2f7ef70e57ed461fa,12 month embargo
0bcad19d2456b8bb82450d1928d7bbf4ce649942,12 month embargo
f56fa4d7bd46fe8767cecd9d1f910aece8d7fb27,12 month embargo
8cd01a7da85c22cde488863bb5c4d9f215fc0cbe,12 month embargo
19d05006511da641adb0f90c4d1efd728d8814aa,12 month embargo
30fae110a9f5946d517a481b9ff2eb238c63d52a,12 month embargo
5b1e5a86b4b359a6663e9eeb31ca4a8ed1fd4ab4,12 month embargo
7f8f3715b51edaaabb19cf09dc156638388bc53f,12 month embargo
7d7d985c1fd23e54c0bbd19daca84f0510aade71,12 month embargo
37864f8392383e6d52f1957b2e09cb919d2c478b,12 month embargo
b57077ceae11e9085c43932cacd6ecdcb1456329,12 month embargo
a93b377a448c5143bdc6432174476b32277d8f26,12 month embargo
6e1c848970f0815ad5e968b64b893ed2c5686a7c,12 month embargo
ac598e4ce1fdb18abd9cee448f1521f170cb95a8,12 month embargo
3a80aa64921310ba652297c5eda5e4084a213292,12 month embargo
4de9bc14ee83beb158a63f44279c34870eeb193b,12 month embargo
a905faac210f0f1c85d2dd08d76ffa820aa239b9,12 month embargo
e642dcbc5f6872243ce42e169cfff25930e0cdd6,12 month embargo
a55723a11b50f1f16dace6f64e4bcfdaeda613a8,12 month embargo
bed1953315f09379a576f70717585f72d5c51d48,12 month embargo
67cd15aa2fdd67019c76c88ae0510ffa49404e0a,12 month embargo
5aed56b386f884eae002c696322b2919bd984598,12 month embargo
a4beeac9fbac742ef008ed6e0a961edc094363ea,12 month embargo
6db62c3587eedff53c0571ff7ed80fe85a88cee4,12 month embargo
a037ea3598b3a6ac3249066171c6b1d49f96e234,12 month embargo
e85b33bb818ef587b8fb8bff91367ac42f6194cd,12 month embargo
d79a09df82e05102b4142f6a8fdcfd4fc0d4deb9,12 month embargo
b8bceab7647bf0c3b27ee629f3bd34f22637f4cc,12 month embargo
98bf8a42181c2d76aa3fae652b83da21932a0b67,12 month embargo
2744a88b1b0d1ce73eaa2a329f221e9818ddbd36,12 month embargo
57c5ce52eb41889b887e881d6a476f623bd6c452,12 month embargo
074d53ec818114c043bac9ba94b181115215fe02,12 month embargo
817471639042537f68032530e46e530d4cc93102,12 month embargo
da911a1f7afcaddaadc4ea33d86d89e4dc3e6ce2,12 month embargo
98fceefcf7f71159ba60562ae46c773fa6c168c1,12 month embargo
308bc7d7e5e80b08d89fa08e68283fb4ecafc661,12 month embargo
f2d36e75551a88aa8fd8d3e4af9de68ac88f0325,12 month embargo
883199efe10f36fa223d1b60b1ba90e273a787f3,6 month embargo
618f8daf6b120853f67caa3a297ecc7cfba479de,6 month embargo
53d01ebb2eba0a0fc61b1d6bed402febb51b4bb8,6 month embargo
a8f7abf73f2398b845e1fd86587bea01d1f9044c,6 month embargo
f6f611449467e9c465fa639c08f052efbd78ded9,6 month embargo
1019485abdd0307fdc0c96e8e017b3b585d029a7,6 month embargo
7a21c2326d72a810117fbddd4d42b7cac1b88dc3,6 month embargo
2c1c5120d375319c9c16cddf787257643c4b6408,6 month embargo
073b3bdc7edf962a5f05c6746ea17b61cd70b1b1,6 month embargo
c98ecd3b7907fc661d1f77c2f0dcaf693aca970a,6 month embargo
1ad8f1c1b370f496ee268637d93c95fd0e5af20c,6 month embargo
943592a255c8acde05d0f92a25c5fdea8f14d7cd,6 month embargo
745f0128294cd7acb55b6104074a0e36e6ab7f0f,6 month embargo
5e4c7236ad239f2c894b425ce71a9a5b6245287a,6 month embargo
2f989a8f60451ed5ebbfb2fc47b1853b5bfcb24a,6 month embargo
37ef7aaa90ca23959a70028747757664cfc5d66e,6 month embargo
736c456b67a252a6ac969e7248205657af8e3450,6 month embargo
7f3412285008937d6bb81afbb3f5b20014074dd6,6 month embargo
e6cc8116b52a79f7ff5296783c5a6206a0ba88a1,6 month embargo
dd3c04d6049dc300a0e52b13fc9e2f09d9e0dc1a,6 month embargo
27323dfb9d656256123e10adbbbd9d491b6d2710,6 month embargo
013069e41775f321d31c5a802ff356e8e26592b3,6 month embargo
afd40b7d0e6ba02f6e719badf0c947e0d50e78d8,6 month embargo
18db26667bc7762bbfc8998fcd0ee7ee52e2d339,6 month embargo
eac87518571cd7c1bc4875c171f0eadc8d3a2e80,6 month embargo
d84396da71f4cbdeabf2725b2404b75a29af521c,12 month embargo
d087131ed7a1319b72c1238b28b61cb364f9969e,48 month embargo
e36e7ddedd8666e528086adf1b3cc026d56b6570,48 month embargo
91c71c051872207c1b09cac21d71153a69a9b3d5,48 month embargo
9481314f750f36543597965d5adf89f5445c882a,48 month embargo
1c0e588daf1da65c68b63972f6f28e59041435a7,48 month embargo
a47af924b2fff78a499c7feb1b25da97a4a17500,48 month embargo
f9fc384d6c31aa8d9bab9d781ceb7a7462601380,48 month embargo
2de77685c27c621ccbd43360e1d9089fe485beb2,6 month embargo
1abad1564039cffa645f1ae750a2675ac0041a4d,6 month embargo
e150f31900b394ea8f6611936c6a45b5192c8cc9,6 month embargo
360e42614e4cf71ecbd0d586daabea6cd86ed9ba,6 month embargo
29c4b0eb70dd68132500c22dccb6ed946916a45a,6 month embargo
1a6f2f7cf67e161dadef2e206fc4b9939206f332,12 month embargo
aed78aca920c073fb1d57c65bb3bc5476bf6cca2,48 month embargo
62de3961426d43b8a11a691f6cbc58eed2e38167,12 month embargo
478f6379e62fd81b1286c8605f6500f7ff6045e7,12 month embargo
6a6d1a7ab50c7b2e63a912a971e03229c06776ac,12 month embargo
bd8b46d132e9bc8baadfbf4f6dfc603be8a4a18d,12 month embargo
7e712596905c20f521b705447c67a468ba14c8f9,48 month embargo
7911696a30646b7ae53838145f9df8799d669aa7,12 month embargo
1bcd4d239e9ebc30bae84b6db3208752d285a606,12 month embargo
e77e2dea6b87273d3932abc944f9c2f6ed44bc33,12 month embargo
2ef801dcbe3bad4aebd37a3a8ae71f9ba2ea900c,12 month embargo
f311d73f4bfcc5d2436003ec6bc0902bb7d4cda4,12 month embargo
326938024932f87e5ee452121ed7875b9509e349,12 month embargo
a3793886aed6fdb2a25fa7413686e73f2a0a5302,12 month embargo
d7170b81023934fb69c2c983676db586eedf14ac,12 month embargo
9612694dc2afcaf8c68bb9baf4ff0c454d58dc51,12 month embargo
ce1da373d9a47cfd80a0672d882d43efdcf86efc,12 month embargo
a731cf91d3f773229e747b9982cfee56b308fce8,12 month embargo
8407cfc888005c4a37a2fcad9b18e4686028cec4,12 month embargo
6cb50d8484811de5e098152187905259ba1bc843,12 month embargo
31f4c5f9c2d439251ed0c8169156e1ba5b82dd4a,48 month embargo
423d3136ad5c18d0accd7b2f3c45ee522af779fe,48 month embargo
b2ad11cb3dd605ae888b104d56e9ddea2739d5f0,12 month embargo
7c15712be3ab8efaa5e33949c308b6d7e935c02f,12 month embargo
969e05805455a88c2c505ed7cac929587da84dec,12 month embargo
00abc1621b72ed08d42568d2e02ba201d6724870,48 month embargo
b95272bc8b48556a9fd6933a12e4461ae85a2034,12 month embargo
3632648bc7e1ff0e78867cfcbd2e92fb7491b099,12 month embargo
4cd63262035c647a41cc66472b2606491d241e0e,12 month embargo
567ba348d7ab0b7e1ed6a3a988f57e8a2c2f39bc,12 month embargo
ba1483c7100ca5a6f855e68b689b716f1fd4e847,12 month embargo
2819cebaa09068c9fa35dcf7e615f7491767e19a,12 month embargo
7be690d4d87dfe1abc15d3d439ae49d85c8c98b8,24 month embargo
52b53842b69064551f600d6ecd73491e7d2510ef,24 month embargo
6be61e50de94199e36d6271b71d1f68caf795909,24 month embargo
64877256c61d368cda6e74c0bf00665346eaab45,12 month embargo
8f1c30811fe01dd6ce0740d5ea9d94b8e4d9bde9,12 month embargo
abf6bc3f2e637dcc97b4c98747873e8a3101071f,12 month embargo
a3398c683dfe9977b5de3bad8caf1112f04f4e3c,12 month embargo
1f274421278d2428f74c27bf8a60aeef96b7bc76,48 month embargo
2806cdca96391bc28c1f097a0fbf2819523e63de,48 month embargo
a096ac78feb69cd8159c7cd148769ac803dfd824,48 month embargo
453537684d0da306324f122d34b1b56c84e7effc,12 month embargo
305cc2358f8993bf05e9d4d7d5a1f41d28bae14e,12 month embargo
fd199d795c859f68aded5ef6056a6f8241bcf018,12 month embargo
188e34875910a2f59fffdcfddb0dff02e1478267,12 month embargo
715a60dafa33e9e14d0a220ee5455af61b89ae9a,12 month embargo
482baa24e7f31d4e6ea7fa96237044a3048d497d,48 month embargo
53689ce5b673d4b50668dba8827733d8bffaf06f,48 month embargo
56253c33edd747aea3364e57debb25e137a3a22a,48 month embargo
ccc336d8bdc8681243f30655a8120f49bf8dd73d,48 month embargo
f3aa3a39afb8084668a9f1e9de39c86ee9d6ce36,12 month embargo
6a403462fb10732e0e4f0b8d4eafef22d6b132b8,12 month embargo
b38c93a4549d4d8241a73b91d359268598b9f72f,18 month embargo
7280100a7b7eb2ba5af4d5ce604263e23745df2a,18 month embargo
1f63f6f155b6eeb7b94d8a3c959ad7d9e8bf284d,18 month embargo
0327ac190b572c4221307f9a5c5de773377d2f0f,12 month embargo
ce6dd8f1274bd134719369726a62db426ff396ff,12 month embargo
f41ef47378c53cef2692b65813d72877719d64f3,12 month embargo
4fe86ef9f4e60a76d4825393aefb37eabc452945,12 month embargo
4b48fce9d36c11eceb8f7604ae01957aec1b7013,12 month embargo
d92fb13016e07ab87b0aaedebe4ad8ff03c421cf,12 month embargo
b7c9c6a94c76cda12f8504a9716eaa55303352a3,12 month embargo
190f804b479b991472943dd08fe823896ca20ff1,12 month embargo
87b0c13cb7f0a6b476c09ffbe87d16673424a591,12 month embargo
b04244798685a315d1f9876c5ad56c1799668893,12 month embargo
71d1086bb8ad4c6a8503da54d081c992cdffb3d7,12 month embargo
a5b5fb63b9ab7613a2a2d377d54de59f49612fa7,48 month embargo
a1caa64726d01fc84e5580507f1948e15aa66990,12 month embargo
24dbb315015896d0f91921ba87e28fda6cc7755a,12 month embargo
3fd62c1cdae32846bc1ff0e568e0c16ae4a4555c,12 month embargo
6257c06317c8cd04f2cf2fbc590b429d92087070,12 month embargo
3917713267091f10cc313c30d691e8f06f086541,12 month embargo
607a1c3ff723195c7099fbdecdff66db9f82ad68,12 month embargo
251f03724aada03f9db4772c9ac53800e0528177,12 month embargo
912b2821831ab76541eadf1b8651c3c0fcdb3ddc,12 month embargo
f011ce4ef361316a0ba8317bd5eb6146a79b7f31,12 month embargo
5018b3e8117f312ed8a099cc740309fa4d519389,12 month embargo
07d81ed6d675a8dcbd5f36ee7ef19a225924176c,12 month embargo
2e98932f640ab57910a8b49caad917c7b45441b1,12 month embargo
929ada26da4a3aedfef0247cf655922301469fc9,12 month embargo
9d506e15460c811e969d9e43f2451f952e177737,12 month embargo
b056344ab232386e9b7ba47117bc64f7ab75b681,12 month embargo
57a4cfb0e07b4120e3ecf11517b5516ab093b9f2,12 month embargo
3c26f57de6830749561ed8e921645eba6ce4c0da,12 month embargo
b96536034f37c759b212a4a92f25ad54d0835c7f,12 month embargo
dafdf25fc7e1ac5a364f65a7893d2774d6e0e842,12 month embargo
6361f0f259707a488bedfa61a8a700ea1f98c013,12 month embargo
1857629bcfc7f29f93a15221e24c9ec95387b301,12 month embargo
d1f7b81c528d15580059f4ae1e09cf0926c4c059,12 month embargo
d70e58ca2a12d2de08582a2a6cafb5517d8fb5d2,12 month embargo
02080155b00e02127c4382998a857555b1f62f11,12 month embargo
f71e6adbd43b8c259c5a6e185b360511009b44e2,12 month embargo
81f20253a5ee008d0a367bac61f1b5540e176799,12 month embargo
cd429e222e47f7ddac4952151ee33813ddc28b36,12 month embargo
1bbff8f7ab063d85d1a87ad009d5e90a4fd9a1dd,12 month embargo
92361c501e183461840725758cf3a366b97e9c3c,48 month embargo
e7ef5414f3c043cb12edec319fb51f5630c35b0e,48 month embargo
c59589a2f02e8cf75710bb082a29604ed3754bc3,48 month embargo
53428e5e4c3ead6c0df02ca440a1caed1511b1e7,48 month embargo
d13f9a68867ca09f290c8b3fe618bb0f795950a5,48 month embargo
5a2127a814223d1804a0e4bb7d8d6a23be9a24b6,48 month embargo
d114982ad7ed99044a8dfb54788086eea0d941c6,48 month embargo
bfd4cfee7bcbe59fc7060f1b55a7ea606aa93e0e,48 month embargo
1630c3065d81cd09e1c5c296a45932e88bfbf6d5,48 month embargo
ea5a56945b59275a7195fb7d373c801ca379f301,12 month embargo
cd56b6d21e020da3e10b05b8127d74d37a50b6fa,24 month embargo
4d0ef1f4902781748b0b93f782d3eb3ffae0b4cf,12 month embargo
